revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,1.4832967872340423,4.328656356695006,0.553191489361702,42.42198581560284,7.06708510638298,1.54538,0.6830211121022897,1.0,56.05,12.685,1.0,0.0,0.0,1.0,0.0,1
0,87.3813,0.0,0.0,1.5333333333333334,16.168,87.3813,0.0,0.0,1.5333333333333334,16.168,0.0,0.0,0.0,0.0,0.0,0
0,1.55273,0.0,0.0,70.88333333333334,14.4135,1.53115,0.0,0.0,81.08333333333333,9.746,0.0,0.0,0.0,0.0,0.0,0
0,0.7509756666666667,0.04742858477608791,0.23333333333333334,43.38388888888888,1.7010333333333334,0.0,0.0,0.0,2.0,1.504,0.0,0.0,0.0,0.0,0.0,0
0,1.3848346312849156,4.050860908942112,0.2737430167597764,21.2554934823091,2.4136145251396655,0.0,0.0,0.0,0.03333333333333333,3.328,0.0,0.0,0.0,0.0,0.0,4
0,1.8199626503067499,2.6136011346368413,0.674846625766871,26.844478527607368,2.709687116564418,1.14107,0.0,0.0,1.45,3.778,0.0,0.0,0.0,0.0,0.0,0
0,1.0964169166666664,0.5082056845551737,0.3333333333333333,68.17638888888891,6.5345,0.784765,0.0,0.0,115.93333333333334,15.269,0.0,0.0,0.0,0.0,0.0,0
0,2.0075558620689655,0.26144010061838374,0.04310344827586207,98.33462643678159,1.76080172413793,1.7367,0.0,0.0,109.21666666666667,1.719,0.0,0.0,0.0,0.0,1.0,0
0,1.1287095555555557,0.08233688233688233,0.08888888888888889,36.46555555555555,3.7967111111111107,0.0,0.0,0.0,2.4,2.172,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,1.9166666666666667,3.5525,0.0,0.0,0.0,1.65,3.206,0.0,0.0,0.0,0.0,1.0,1
0,0.0,0.0627687968774586,0.25,28.40916666666666,1.7621000000000004,0.0,0.9446428571428571,4.0,121.33333333333333,2.394,0.0,0.0,0.0,1.0,1.0,8
0,0.0,0.0,0.0,2.1944444444444446,0.5603333333333333,0.0,0.0,0.0,2.2333333333333334,0.458,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,1.031372549019608,3.0824117647058817,0.0,0.0,0.0,0.8166666666666667,3.986,0.0,0.0,0.0,0.0,1.0,2
